Fasciaeta,ID Film,Voto Massimo,Voto Minimo
25-34,2323,5,4
25-34,2324,5,1
25-34,2325,5,1
25-34,2326,3,1
25-34,2327,3,1
25-34,2328,5,1
25-34,2329,5,1
25-34,2330,5,3
25-34,2331,5,1
25-34,2332,5,1
25-34,2333,5,1
25-34,2334,5,1
25-34,2335,5,1
25-34,2336,5,1
25-34,2337,5,1
25-34,2338,5,1
25-34,2339,4,2
25-34,2340,5,1
25-34,2341,5,1
25-34,2342,5,5
25-34,2344,5,1
25-34,2345,4,2
25-34,2346,5,2
25-34,2347,5,1
25-34,2348,5,1
25-34,2349,5,1
25-34,2350,3,2
25-34,2351,5,1
25-34,2352,5,1
25-34,2353,5,1
25-34,2354,5,1
25-34,2355,5,1
25-34,2356,5,1
25-34,2357,5,1
25-34,2358,4,3
25-34,2359,5,1
25-34,2360,5,1
25-34,2361,5,1
25-34,2362,5,1
25-34,2363,5,1
25-34,2364,5,1
25-34,2365,5,1
25-34,2366,5,1
25-34,2367,4,1
25-34,2368,3,1
25-34,2369,5,1
25-34,2370,5,2
25-34,2371,5,1
25-34,2372,5,1
25-34,2373,5,1
25-34,2374,5,1
25-34,2375,5,1
25-34,2376,5,1
25-34,2377,5,1
25-34,2378,5,1
25-34,2379,4,1
25-34,2380,4,1
25-34,2381,5,1
25-34,2382,5,1
25-34,2383,4,1
25-34,2384,5,1
25-34,2385,4,1
25-34,2386,2,1
25-34,2387,5,1
25-34,2388,4,2
25-34,2389,5,1
25-34,2390,5,1
25-34,2391,5,1
25-34,2392,4,1
25-34,2393,5,1
25-34,2394,5,1
25-34,2395,5,1
25-34,2396,5,1
25-34,2397,4,4
25-34,2398,5,2
25-34,2399,5,1
25-34,2400,5,2
25-34,2401,5,2
25-34,2402,5,1
25-34,2403,5,1
25-34,2404,5,1
25-34,2405,5,1
25-34,2406,5,1
25-34,2407,5,1
25-34,2408,5,1
25-34,2409,5,1
25-34,2410,5,1
25-34,2411,5,1
25-34,2412,5,1
25-34,2413,5,1
25-34,2414,5,1
25-34,2415,4,2
25-34,2416,5,1
25-34,2417,5,1
25-34,2418,5,1
25-34,2419,4,2
25-34,2420,5,1
25-34,2421,5,1
25-34,2422,4,1
25-34,2423,5,1
25-34,2424,5,1
25-34,2425,5,3
25-34,2426,2,1
25-34,2427,5,1
25-34,2428,5,1
25-34,2429,5,1
25-34,2430,5,1
25-34,2431,5,1
25-34,2432,5,1
25-34,2433,5,1
25-34,2434,5,2
25-34,2435,5,1
25-34,2436,5,2
25-34,2437,5,3
25-34,2439,5,1
25-34,2440,5,1
25-34,2441,4,2
25-34,2442,5,2
25-34,2443,5,1
25-34,2444,4,4
25-34,2445,5,1
25-34,2446,5,1
25-34,2447,5,1
25-34,2448,5,1
25-34,2449,2,1
25-34,2450,5,1
25-34,2451,4,1
25-34,2452,3,1
25-34,2453,5,1
25-34,2454,5,1
25-34,2455,5,1
25-34,2456,5,1
25-34,2457,5,1
25-34,2458,5,1
25-34,2459,5,1
25-34,2460,5,1
25-34,2461,4,1
25-34,2462,4,1
25-34,2463,5,1
25-34,2464,4,3
25-34,2465,4,1
25-34,2466,4,4
25-34,2467,5,2
25-34,2468,5,1
25-34,2469,5,1
25-34,2470,5,1
25-34,2471,5,1
25-34,2472,4,2
25-34,2473,3,1
25-34,2474,5,1
25-34,2475,4,2
25-34,2476,5,2
25-34,2477,4,1
25-34,2478,5,1
25-34,2479,4,1
25-34,2481,5,3
25-34,2482,5,3
25-34,2483,5,1
25-34,2485,5,1
25-34,2486,2,1
25-34,2487,3,3
25-34,2488,5,1
25-34,2490,5,1
25-34,2491,5,1
25-34,2492,4,1
25-34,2493,5,4
25-34,2494,5,3
25-34,2495,5,1
25-34,2496,5,1
25-34,2497,5,1
25-34,2498,5,1
25-34,2499,5,1
25-34,2500,5,1
25-34,2501,5,1
25-34,2502,5,1
25-34,2503,5,4
25-34,2504,5,1
25-34,2505,5,1
25-34,2506,5,1
25-34,2507,5,1
25-34,2509,3,1
25-34,2510,3,3
25-34,2511,5,2
25-34,2512,5,1
25-34,2513,5,1
25-34,2514,5,1
25-34,2515,4,1
25-34,2516,4,1
25-34,2517,4,1
25-34,2518,5,1
25-34,2519,5,2
25-34,2520,5,1
25-34,2521,3,1
25-34,2522,4,1
25-34,2523,4,1
25-34,2524,5,1
25-34,2525,4,1
25-34,2526,5,1
25-34,2527,5,1
25-34,2528,5,1
25-34,2529,5,1
25-34,2530,5,1
25-34,2531,5,1
25-34,2532,5,1
25-34,2533,5,1
25-34,2534,3,2
25-34,2535,5,2
25-34,2536,3,1
25-34,2537,4,1
25-34,2539,5,1
25-34,2540,5,1
25-34,2541,5,1
25-34,2542,5,1
25-34,2544,3,1
25-34,2545,3,1
25-34,2546,5,1
25-34,2548,5,1
25-34,2549,5,1
25-34,2550,5,1
25-34,2551,5,1
25-34,2552,3,1
25-34,2553,5,1
25-34,2554,5,1
25-34,2555,4,1
25-34,2557,5,1
25-34,2558,4,1
25-34,2559,4,1
25-34,2560,5,1
25-34,2561,4,1
25-34,2565,5,1
25-34,2566,4,1
25-34,2567,5,1
25-34,2568,5,1
25-34,2569,4,2
25-34,2570,4,2
25-34,2571,5,1
25-34,2572,5,1
25-34,2573,5,2
25-34,2574,5,1
25-34,2575,5,2
25-34,2576,3,3
25-34,2577,4,3
25-34,2579,5,3
25-34,2580,5,1
25-34,2581,5,1
25-34,2582,5,1
25-34,2583,5,1
25-34,2585,5,1
25-34,2586,4,2
25-34,2587,5,1
25-34,2589,4,1
25-34,2590,5,2
25-34,2591,3,1
25-34,2593,5,1
25-34,2594,5,1
25-34,2596,5,1
25-34,2597,5,1
25-34,2598,5,1
25-34,2599,5,1
25-34,2600,5,1
25-34,2602,4,4
25-34,2605,5,1
25-34,2606,5,1
25-34,2607,5,2
25-34,2608,3,2
25-34,2609,5,1
25-34,2610,5,1
25-34,2611,5,1
25-34,2612,5,2
25-34,2613,5,1
25-34,2614,3,1
25-34,2615,5,1
25-34,2616,5,1
25-34,2617,5,1
25-34,2618,5,1
25-34,2620,4,3
25-34,2621,5,1
25-34,2622,5,1
25-34,2623,3,1
25-34,2624,5,2
25-34,2625,5,1
25-34,2626,4,1
25-34,2627,5,2
25-34,2628,5,1
25-34,2629,5,1
25-34,2630,5,2
25-34,2631,3,3
25-34,2632,5,1
25-34,2633,5,1
25-34,2634,5,1
25-34,2635,4,3
25-34,2636,3,1
25-34,2637,4,1
25-34,2638,5,2
25-34,2639,5,1
25-34,2640,5,1
25-34,2641,5,1
25-34,2642,5,1
25-34,2643,5,1
25-34,2644,5,1
25-34,2645,5,1
25-34,2646,4,1
25-34,2647,5,2
25-34,2648,5,1
25-34,2649,5,1
25-34,2650,4,1
25-34,2651,4,1
25-34,2652,4,1
25-34,2653,4,1
25-34,2654,5,2
25-34,2655,3,1
25-34,2656,5,1
25-34,2657,5,1
25-34,2658,3,2
25-34,2659,5,1
25-34,2660,5,1
25-34,2661,5,2
25-34,2662,5,1
25-34,2663,5,1
25-34,2664,5,1
25-34,2665,5,3
25-34,2666,4,3
25-34,2667,4,1
25-34,2668,5,1
25-34,2669,5,2
25-34,2670,5,2
25-34,2671,5,1
25-34,2672,5,1
25-34,2673,5,4
25-34,2674,5,1
25-34,2675,4,2
25-34,2676,5,1
25-34,2677,5,1
25-34,2678,5,3
25-34,2679,1,1
25-34,2681,5,1
25-34,2682,5,3
25-34,2683,5,1
25-34,2686,5,1
25-34,2687,5,1
25-34,2688,5,1
25-34,2689,5,3
25-34,2690,5,1
25-34,2691,3,1
25-34,2692,5,1
25-34,2693,5,1
25-34,2694,5,1
25-34,2695,2,2
25-34,2696,5,1
25-34,2697,5,2
25-34,2699,5,1
25-34,2700,5,1
25-34,2701,5,1
25-34,2702,5,1
25-34,2704,5,1
25-34,2705,5,1
25-34,2706,5,1
25-34,2707,5,1
25-34,2708,4,3
25-34,2709,5,1
25-34,2710,5,1
25-34,2711,4,1
25-34,2712,5,1
25-34,2713,5,1
25-34,2714,5,1
25-34,2715,5,1
25-34,2716,5,1
25-34,2717,5,1
25-34,2718,5,1
25-34,2719,5,1
25-34,2720,5,1
25-34,2721,5,3
25-34,2722,5,1
25-34,2723,5,1
25-34,2724,5,1
25-34,2725,5,1
25-34,2726,5,1
25-34,2727,5,2
25-34,2728,5,1
25-34,2729,5,2
25-34,2730,5,1
25-34,2731,5,1
25-34,2732,5,1
25-34,2733,5,1
25-34,2734,5,1
25-34,2735,5,1
25-34,2736,5,1
25-34,2737,4,1
25-34,2738,5,1
25-34,2739,5,1
25-34,2740,4,3
25-34,2741,5,1
25-34,2743,3,2
25-34,2744,5,3
25-34,2745,5,1
25-34,2746,5,1
25-34,2747,5,1
25-34,2748,4,1
25-34,2749,5,2
25-34,2750,5,2
25-34,2751,5,2
25-34,2752,5,1
25-34,2753,4,3
25-34,2754,2,1
25-34,2755,4,1
25-34,2756,4,3
25-34,2757,5,2
25-34,2758,4,1
25-34,2759,5,1
25-34,2760,5,2
25-34,2761,5,1
25-34,2762,5,1
25-34,2763,5,1
25-34,2764,5,1
25-34,2765,1,1
25-34,2766,4,3
25-34,2767,5,1
25-34,2768,4,4
25-34,2769,5,1
25-34,2770,5,1
25-34,2771,5,1
25-34,2772,5,1
25-34,2773,2,1
25-34,2774,5,2
25-34,2775,4,4
25-34,2776,5,5
25-34,2777,4,4
25-34,2778,3,1
25-34,2779,5,2
25-34,2780,5,1
25-34,2781,5,1
25-34,2782,5,1
25-34,2783,4,2
25-34,2784,4,1
25-34,2785,4,1
25-34,2786,5,1
25-34,2787,4,1
25-34,2788,5,2
25-34,2789,5,2
25-34,2790,5,1
25-34,2791,5,1
25-34,2792,5,1
25-34,2793,5,1
25-34,2794,5,1
25-34,2795,5,1
25-34,2796,5,1
25-34,2797,5,1
25-34,2798,3,1
25-34,2799,3,1
25-34,2800,5,1
25-34,2801,5,1
25-34,2802,5,1
25-34,2803,5,1
25-34,2804,5,1
25-34,2805,5,1
25-34,2806,5,1
25-34,2807,4,1
25-34,2808,5,1
25-34,2809,4,1
25-34,2810,5,3
25-34,2812,4,2
25-34,2813,5,1
25-34,2814,3,2
25-34,2815,5,1
25-34,2816,4,1
25-34,2817,4,1
25-34,2818,4,1
25-34,2819,5,2
25-34,2820,5,1
25-34,2821,2,2
25-34,2822,5,1
25-34,2823,3,3
25-34,2824,4,3
25-34,2825,5,1
25-34,2826,5,1
25-34,2827,5,1
25-34,2828,4,1
25-34,2829,5,1
25-34,2830,4,1
25-34,2831,5,2
25-34,2834,3,3
25-34,2835,4,1
25-34,2836,5,1
25-34,2837,5,4
25-34,2840,5,1
25-34,2841,5,1
25-34,2842,5,2
25-34,2843,4,4
25-34,2844,5,1
25-34,2846,5,1
25-34,2847,4,4
25-34,2848,5,3
25-34,2849,4,2
25-34,2850,5,2
25-34,2851,3,1
25-34,2852,5,1
25-34,2853,5,1
25-34,2854,3,1
25-34,2855,2,2
25-34,2856,4,1
25-34,2857,5,1
25-34,2858,5,1
25-34,2859,5,3
25-34,2860,5,1
25-34,2861,5,1
25-34,2862,4,1
25-34,2863,5,1
25-34,2864,5,1
25-34,2865,4,3
25-34,2866,5,3
25-34,2867,5,1
25-34,2868,4,1
25-34,2869,1,1
25-34,2870,5,1
25-34,2871,5,1
25-34,2872,5,1
25-34,2873,3,1
25-34,2874,5,3
25-34,2875,5,1
25-34,2876,3,1
25-34,2877,5,1
25-34,2878,3,1
25-34,2879,5,1
25-34,2880,5,1
25-34,2881,5,1
25-34,2882,5,1
25-34,2883,5,2
25-34,2884,3,1
25-34,2885,5,2
25-34,2886,2,1
25-34,2887,4,1
25-34,2888,5,1
25-34,2889,5,1
25-34,2890,5,1
25-34,2891,5,1
25-34,2892,1,1
25-34,2893,2,1
25-34,2894,4,1
25-34,2896,4,2
25-34,2897,5,3
25-34,2898,4,1
25-34,2899,5,2
25-34,2900,5,1
25-34,2901,5,1
25-34,2902,5,1
25-34,2903,4,1
25-34,2904,5,3
25-34,2905,5,2
25-34,2906,5,1
25-34,2907,5,1
25-34,2908,5,1
25-34,2911,5,1
25-34,2912,5,1
25-34,2913,4,3
25-34,2914,1,1
25-34,2915,5,1
25-34,2916,5,1
25-34,2917,5,1
25-34,2918,5,1
25-34,2919,5,1
25-34,2920,5,2
25-34,2921,5,2
25-34,2922,5,2
25-34,2923,3,2
25-34,2924,5,1
25-34,2925,5,4
25-34,2926,5,1
25-34,2927,5,1
25-34,2928,5,2
25-34,2929,5,1
25-34,2930,5,5
25-34,2931,5,4
25-34,2932,5,2
25-34,2933,4,4
25-34,2934,1,1
25-34,2935,5,2
25-34,2936,5,2
25-34,2937,5,2
25-34,2938,5,3
25-34,2939,5,2
25-34,2940,5,1
25-34,2941,5,2
25-34,2942,5,1
25-34,2943,5,2
25-34,2944,5,1
25-34,2945,2,1
25-34,2946,5,1
25-34,2947,5,1
25-34,2948,5,1
25-34,2949,5,1
25-34,2950,5,1
25-34,2951,5,2
25-34,2952,5,2
25-34,2953,5,1
25-34,2955,1,1
25-34,2956,5,1
25-34,2959,5,1
25-34,2961,5,1
25-34,2962,5,3
25-34,2963,5,3
25-34,2964,5,2
25-34,2965,3,1
25-34,2966,5,1
25-34,2967,5,2
25-34,2968,5,1
25-34,2969,5,1
25-34,2970,5,2
25-34,2971,5,1
25-34,2972,5,3
25-34,2973,5,2
25-34,2974,5,1
25-34,2975,4,1
25-34,2976,5,1
25-34,2977,4,1
25-34,2978,5,1
25-34,2979,4,1
25-34,2981,5,2
25-34,2982,3,1
25-34,2983,5,3
25-34,2984,5,4
25-34,2985,5,1
25-34,2986,5,1
25-34,2987,5,1
25-34,2988,5,2
25-34,2989,5,2
25-34,2990,5,1
25-34,2991,5,2
25-34,2992,5,1
25-34,2993,5,2
25-34,2994,4,4
25-34,2995,5,1
25-34,2996,5,1
25-34,2997,5,1
25-34,2998,4,3
25-34,3000,5,1
25-34,3001,2,1
25-34,3002,5,3
25-34,3003,5,5
25-34,3004,5,1
25-34,3005,5,1
25-34,3006,5,1
25-34,3007,5,1
25-34,3008,5,3
25-34,3010,5,1
25-34,3011,5,1
25-34,3012,3,3
25-34,3013,4,1
25-34,3014,4,1
25-34,3015,5,2
25-34,3016,5,1
25-34,3017,5,1
25-34,3018,5,1
25-34,3019,5,1
25-34,3020,5,1
25-34,3021,3,1
25-34,3022,5,3
25-34,3024,5,1
25-34,3025,4,1
25-34,3026,1,1
25-34,3027,1,1
25-34,3028,5,2
25-34,3029,5,1
25-34,3030,5,1
25-34,3031,4,1
25-34,3032,5,1
25-34,3033,5,1
25-34,3034,5,1
25-34,3035,5,2
25-34,3036,5,1
25-34,3037,5,2
25-34,3038,5,3
25-34,3039,5,1
25-34,3040,5,1
25-34,3041,4,1
25-34,3042,4,1
25-34,3043,3,1
25-34,3044,5,1
25-34,3045,5,1
25-34,3046,5,2
25-34,3047,3,2
25-34,3048,5,1
25-34,3049,4,2
25-34,3050,1,1
25-34,3051,4,1
25-34,3052,5,1
25-34,3053,5,1
25-34,3054,4,1
25-34,3055,5,1
25-34,3056,4,3
25-34,3058,3,1
25-34,3060,5,2
25-34,3061,5,1
25-34,3062,5,1
25-34,3063,4,1
25-34,3064,5,1
25-34,3066,5,1
25-34,3067,5,1
25-34,3068,5,2
25-34,3069,4,2
25-34,3070,5,1
25-34,3071,5,2
25-34,3072,5,1
25-34,3073,4,2
25-34,3074,5,1
25-34,3075,5,1
25-34,3076,5,3
25-34,3077,5,3
25-34,3078,5,2
25-34,3079,5,2
25-34,3081,5,1
25-34,3082,5,1
25-34,3083,5,1
25-34,3085,1,1
25-34,3086,5,1
25-34,3087,5,1
25-34,3088,5,1
25-34,3089,5,1
25-34,3090,5,2
25-34,3091,5,1
25-34,3092,5,3
25-34,3093,5,1
25-34,3094,5,3
25-34,3095,5,1
25-34,3096,5,2
25-34,3097,5,1
25-34,3098,5,1
25-34,3099,5,1
25-34,3100,5,2
25-34,3101,5,1
25-34,3102,5,2
25-34,3103,5,1
25-34,3104,5,1
25-34,3105,5,1
25-34,3106,5,1
25-34,3107,5,1
25-34,3108,5,1
25-34,3109,5,1
25-34,3110,4,3
25-34,3111,5,1
25-34,3112,5,2
25-34,3113,5,1
25-34,3114,5,1
25-34,3115,5,1
25-34,3116,1,1
25-34,3117,5,3
25-34,3118,4,2
25-34,3119,3,1
25-34,3120,5,1
25-34,3121,3,3
25-34,3122,5,2
25-34,3123,1,1
25-34,3124,4,3
25-34,3125,5,1
25-34,3127,5,2
25-34,3128,4,1
25-34,3129,5,1
25-34,3130,5,1
25-34,3132,5,2
25-34,3133,4,3
25-34,3134,5,1
25-34,3135,5,2
25-34,3137,5,4
25-34,3138,4,2
25-34,3139,4,2
25-34,3140,5,4
25-34,3141,5,1
25-34,3142,5,1
25-34,3143,5,3
25-34,3144,5,3
25-34,3145,5,1
25-34,3146,5,1
25-34,3147,5,1
25-34,3148,5,1
25-34,3149,4,1
25-34,3150,5,2
25-34,3152,5,1
25-34,3153,5,1
25-34,3154,5,3
25-34,3155,5,1
25-34,3156,5,1
25-34,3157,5,1
25-34,3158,4,1
25-34,3159,5,1
25-34,3160,5,1
25-34,3161,4,2
25-34,3162,3,1
25-34,3163,5,1
25-34,3165,5,1
25-34,3166,1,1
25-34,3167,5,2
25-34,3168,5,1
25-34,3169,5,2
25-34,3171,5,3
25-34,3173,5,1
25-34,3174,5,1
25-34,3175,5,1
25-34,3176,5,1
25-34,3177,5,1
25-34,3178,5,1
25-34,3179,5,1
25-34,3180,3,1
25-34,3181,5,1
25-34,3182,5,2
25-34,3183,5,2
25-34,3185,5,1
25-34,3186,5,1
25-34,3187,2,2
25-34,3188,5,1
25-34,3189,5,1
25-34,3190,4,1
25-34,3192,5,4
25-34,3194,5,1
25-34,3196,5,3
25-34,3197,5,1
25-34,3198,5,2
25-34,3199,5,2
25-34,3200,5,1
25-34,3201,5,1
25-34,3203,5,1
25-34,3204,5,2
25-34,3205,2,2
25-34,3206,5,1
25-34,3207,4,4
25-34,3208,5,1
25-34,3210,5,1
25-34,3211,4,2
25-34,3213,5,1
25-34,3214,5,2
25-34,3215,4,1
25-34,3216,5,4
25-34,3217,5,1
25-34,3218,4,3
25-34,3219,5,1
25-34,3221,5,2
25-34,3222,4,2
25-34,3223,4,4
25-34,3224,5,1
25-34,3225,5,1
25-34,3228,1,1
25-34,3230,5,1
25-34,3232,5,5
25-34,3235,5,1
25-34,3238,5,1
25-34,3239,5,1
25-34,3240,5,2
25-34,3241,5,2
25-34,3243,5,1
25-34,3244,5,1
25-34,3246,5,1
25-34,3247,5,1
25-34,3248,5,1
25-34,3249,5,1
25-34,3250,5,2
25-34,3251,5,1
25-34,3252,5,1
25-34,3253,5,1
25-34,3254,5,1
25-34,3255,5,1
25-34,3256,5,1
25-34,3257,5,1
25-34,3258,5,1
25-34,3259,5,1
25-34,3260,5,1
25-34,3261,5,1
25-34,3262,5,1
25-34,3263,5,1
25-34,3264,5,1
25-34,3265,5,1
25-34,3266,5,1
25-34,3267,5,1
25-34,3268,4,1
25-34,3269,5,1
25-34,3270,5,1
25-34,3271,5,1
25-34,3272,5,1
25-34,3273,5,1
25-34,3274,5,1
25-34,3275,5,1
25-34,3276,4,1
25-34,3280,5,5
25-34,3281,5,3
25-34,3282,3,2
25-34,3283,3,3
25-34,3284,5,3
25-34,3285,5,1
25-34,3286,4,1
25-34,3287,5,1
25-34,3289,5,1
25-34,3293,2,2
25-34,3295,4,4
25-34,3296,5,1
25-34,3298,5,1
25-34,3299,5,1
25-34,3300,5,1
25-34,3301,5,1
25-34,3302,5,2
25-34,3304,5,2
25-34,3306,5,3
25-34,3307,5,2
25-34,3308,5,1
25-34,3309,5,4
25-34,3310,5,1
25-34,3311,5,3
25-34,3313,3,1
25-34,3314,1,1
25-34,3316,5,1
25-34,3317,5,1
25-34,3318,5,1
25-34,3319,5,3
25-34,3320,5,3
25-34,3324,5,1
25-34,3325,5,1
25-34,3326,4,1
25-34,3327,5,1
25-34,3328,5,1
25-34,3329,4,2
25-34,3330,5,1
25-34,3331,3,1
25-34,3333,5,1
25-34,3334,5,1
25-34,3335,4,4
25-34,3338,5,4
25-34,3339,5,3
25-34,3340,5,1
25-34,3341,5,1
25-34,3342,5,2
25-34,3343,3,1
25-34,3344,4,1
25-34,3345,4,1
25-34,3347,5,2
25-34,3349,5,3
25-34,3350,5,1
25-34,3351,5,3
25-34,3354,5,1
25-34,3355,5,1
25-34,3357,5,1
25-34,3358,5,1
25-34,3359,5,2
25-34,3360,5,1
25-34,3361,5,1
25-34,3362,5,1
25-34,3363,5,1
25-34,3364,5,1
25-34,3365,5,1
25-34,3366,5,2
25-34,3367,5,2
25-34,3368,5,3
25-34,3370,4,1
25-34,3371,5,1
25-34,3372,5,2
25-34,3373,3,3
25-34,3374,3,2
25-34,3375,5,2
25-34,3377,3,3
25-34,3379,5,2
25-34,3381,4,4
25-34,3384,5,1
25-34,3385,4,1
25-34,3386,5,1
25-34,3387,5,1
25-34,3388,5,1
25-34,3389,3,1
25-34,3390,2,1
25-34,3391,5,1
25-34,3392,3,1
25-34,3393,4,1
25-34,3394,4,1
25-34,3395,4,2
25-34,3396,5,1
25-34,3397,5,1
25-34,3398,5,1
25-34,3399,5,1
25-34,3400,3,1
25-34,3401,3,1
25-34,3402,4,2
25-34,3403,4,2
25-34,3404,5,1
25-34,3405,5,2
25-34,3406,5,3
25-34,3407,1,1
25-34,3408,5,1
25-34,3409,5,1
25-34,3410,4,4
25-34,3412,5,1
25-34,3414,4,1
25-34,3415,5,1
25-34,3416,5,1
25-34,3417,5,2
25-34,3418,5,1
25-34,3419,4,2
25-34,3420,5,2
25-34,3421,5,1
25-34,3422,5,1
25-34,3423,5,1
25-34,3424,5,1
25-34,3425,5,1
25-34,3426,5,1
25-34,3427,4,2
25-34,3428,5,1
25-34,3429,5,3
25-34,3430,5,1
25-34,3431,5,1
25-34,3432,4,1
25-34,3433,4,1
25-34,3434,4,1
25-34,3435,5,2
25-34,3436,5,1
25-34,3437,1,1
25-34,3438,5,1
25-34,3439,5,1
25-34,3440,4,1
25-34,3441,5,1
25-34,3442,4,1
25-34,3444,5,1
25-34,3445,5,1
25-34,3446,5,1
25-34,3447,5,2
25-34,3448,5,1
25-34,3449,5,2
25-34,3450,5,1
25-34,3451,5,2
25-34,3452,5,1
25-34,3453,5,1
25-34,3454,4,2
25-34,3456,5,3
25-34,3457,5,1
25-34,3458,3,3
25-34,3459,5,1
25-34,3460,1,1
25-34,3461,5,1
25-34,3462,5,1
25-34,3463,2,2
25-34,3464,2,2
25-34,3465,5,5
25-34,3466,5,2
25-34,3467,5,2
25-34,3468,5,2
25-34,3469,5,1
25-34,3470,5,3
25-34,3471,5,1
25-34,3472,1,1
25-34,3473,4,3
25-34,3475,5,2
25-34,3476,5,1
25-34,3477,5,1
25-34,3478,4,1
25-34,3479,5,1
25-34,3480,5,1
25-34,3481,5,2
25-34,3483,5,1
25-34,3484,5,1
25-34,3486,5,3
25-34,3487,5,3
25-34,3488,4,1
25-34,3489,5,1
25-34,3490,3,2
25-34,3491,5,1
25-34,3492,4,4
25-34,3493,1,1
25-34,3494,5,1
25-34,3495,3,3
25-34,3496,5,2
25-34,3497,5,1
25-34,3498,5,1
25-34,3499,5,1
25-34,3500,5,1
25-34,3501,5,1
25-34,3502,5,1
25-34,3503,5,1
25-34,3504,5,1
25-34,3505,5,2
25-34,3506,5,2
25-34,3507,5,1
25-34,3508,5,2
25-34,3509,5,1
25-34,3510,5,1
25-34,3511,5,1
25-34,3512,5,1
25-34,3513,5,1
25-34,3514,4,2
25-34,3515,5,1
25-34,3516,5,2
25-34,3518,4,1
25-34,3519,5,1
25-34,3520,4,1
25-34,3521,5,1
25-34,3523,4,2
25-34,3524,5,1
25-34,3525,5,1
25-34,3526,5,1
25-34,3527,5,1
25-34,3528,5,1
25-34,3529,5,1
25-34,3530,4,4
25-34,3531,3,1
25-34,3532,5,1
25-34,3534,5,1
25-34,3535,5,1
25-34,3536,5,1
25-34,3537,3,3
25-34,3538,5,2
25-34,3539,5,3
25-34,3540,4,1
25-34,3543,5,1
25-34,3544,5,1
25-34,3545,5,1
25-34,3546,5,2
25-34,3547,5,1
25-34,3548,5,1
25-34,3549,5,1
25-34,3550,5,1
25-34,3551,5,2
25-34,3552,5,1
25-34,3553,4,1
25-34,3554,5,1
25-34,3555,5,1
25-34,3556,5,1
25-34,3557,4,1
25-34,3559,5,2
25-34,3562,4,1
25-34,3563,4,1
25-34,3564,5,1
25-34,3565,5,1
25-34,3566,5,1
25-34,3567,5,2
25-34,3568,4,4
25-34,3569,5,1
25-34,3570,5,5
25-34,3571,5,1
25-34,3572,3,1
25-34,3573,2,1
25-34,3574,2,1
25-34,3576,5,1
25-34,3577,4,1
25-34,3578,5,1
25-34,3579,5,1
25-34,3580,5,3
25-34,3581,4,2
25-34,3584,5,1
25-34,3585,4,4
25-34,3586,5,2
25-34,3587,5,2
25-34,3588,5,3
25-34,3590,4,2
25-34,3591,5,1
25-34,3592,4,1
25-34,3593,5,1
25-34,3594,5,1
25-34,3595,4,2
25-34,3596,5,1
25-34,3597,5,2
25-34,3598,5,1
25-34,3599,5,2
25-34,3600,4,1
25-34,3602,3,1
25-34,3604,5,2
25-34,3605,4,1
25-34,3606,5,2
25-34,3608,5,1
25-34,3610,4,1
25-34,3612,5,2
25-34,3613,5,2
25-34,3614,5,1
25-34,3615,5,1
25-34,3616,4,1
25-34,3617,5,1
25-34,3618,5,1
25-34,3619,5,1
25-34,3620,4,1
25-34,3622,5,2
25-34,3623,5,1
25-34,3624,5,1
25-34,3625,5,2
25-34,3626,4,1
25-34,3627,5,1
25-34,3628,5,2
25-34,3629,5,1
25-34,3632,4,1
25-34,3633,5,1
25-34,3634,5,3
25-34,3635,5,1
25-34,3636,5,2
25-34,3637,5,2
25-34,3638,5,1
25-34,3639,5,1
25-34,3640,3,3
25-34,3641,4,4
25-34,3642,3,3
25-34,3643,5,2
25-34,3644,4,4
25-34,3645,5,3
25-34,3646,5,1
25-34,3647,4,4
25-34,3648,3,3
25-34,3649,5,1
25-34,3651,1,1
25-34,3652,2,2
25-34,3653,5,2
25-34,3654,5,1
25-34,3655,5,3
25-34,3656,5,5
25-34,3657,5,5
25-34,3658,5,2
25-34,3659,5,1
25-34,3660,5,1
25-34,3661,4,1
25-34,3662,4,1
25-34,3663,4,1
25-34,3664,4,1
25-34,3665,3,1
25-34,3666,1,1
25-34,3667,3,1
25-34,3668,5,1
25-34,3669,4,1
25-34,3670,4,2
25-34,3671,5,1
25-34,3672,5,1
25-34,3673,3,1
25-34,3674,5,1
25-34,3675,5,2
25-34,3676,5,1
25-34,3677,5,1
25-34,3678,4,2
25-34,3679,5,3
25-34,3680,5,3
25-34,3681,5,1
25-34,3682,5,2
25-34,3683,5,2
25-34,3684,5,1
25-34,3685,5,1
25-34,3686,5,1
25-34,3688,5,1
25-34,3689,5,1
25-34,3690,5,1
25-34,3691,5,1
25-34,3692,4,1
25-34,3693,5,1
25-34,3694,4,1
25-34,3695,4,1
25-34,3696,4,1
25-34,3697,5,1
25-34,3698,5,1
25-34,3699,5,1
25-34,3700,5,1
25-34,3701,5,1
25-34,3702,5,1
25-34,3703,5,1
25-34,3704,5,1
25-34,3705,5,1
25-34,3706,5,1
25-34,3707,5,1
25-34,3708,5,1
25-34,3709,4,1
25-34,3710,4,1
25-34,3711,5,2
25-34,3712,5,1
25-34,3713,5,3
25-34,3714,4,1
25-34,3715,4,1
25-34,3716,3,1
25-34,3717,5,1
25-34,3718,5,1
25-34,3719,5,1
25-34,3720,5,1
25-34,3721,3,1
25-34,3722,2,2
25-34,3723,5,1
25-34,3724,5,2
25-34,3725,5,1
25-34,3726,5,1
